Land rover Range Rover;2.0 TD4 180 HSE Dynamic BVA Mark IV;7 000;2016;75;http://www.voiture-de-prestige.com/images/default.gif;64 990;
Mercedes Classe C;300 h Fascination 7G-Tronic Plus;4 800;2015;28;http://www.auto-selection.com/modules/getPhoto.php?marque=Mercedes&modele=Classe C&id=15400787&data=1&num=1&format=m;42 900;
Bmw M4;431ch DKG;34 676;2015;21;http://www.auto-selection.com/modules/getPhoto.php?marque=Bmw&modele=M4&id=15294882&data=1&num=1&format=m;77 990;
Mercedes Classe GLK 350;350 CDI Fascination 4Matic 7GTronic;94 120;2013;85;http://www.auto-selection.com/modules/getPhoto.php?marque=Mercedes&modele=Classe GLK 350&id=15461683&data=1&num=1&format=m;34 800;
﻿Mercedes Classe C 180;(C205) 180 156CH FASCINATION 7G-TRONIC PLUS;5 000;2016;75;http://www.auto-selection.com/modules/getPhoto.php?marque=Mercedes&modele=Classe C 180&id=15271540&data=1&num=1&format=m;35 590;
Hummer H2;SUT 398CH LUXURY;26 000;2009;44;http://www.auto-selection.com/modules/getPhoto.php?marque=Hummer&modele=H2&id=14170775&data=1&num=1&format=m;79 000;
Hummer H2;SUV 398CH LUXURY;18 447;2011;44;http://www.auto-selection.com/modules/getPhoto.php?marque=Hummer&modele=H2&id=14170570&data=1&num=1&format=m;95 000;
Mercedes Classe C 200;Break 200 d Sportline;11 400;2016;10;http://www.auto-selection.com/modules/getPhoto.php?marque=Mercedes&modele=Classe C 200&id=14939500&data=1&num=1&format=m;40 990;
Land rover Discovery;2.2 SD4 190ch AWD HSE BVA Mark I;36 700;2015;63;http://www.auto-selection.com/modules/getPhoto.php?marque=Land rover&modele=Discovery&id=15195873&data=1&num=1&format=m;42 900;
Mercedes Classe E 250;250 CDI Executive 7GTronic+;25 600;2014;71;http://www.voiture-de-prestige.com/images/default.gif;33 750;
Land rover Range Rover Evoque;2.0 TD4 150 SE Dynamic Mark III e-Capability;5 000;2016;63;http://www.auto-selection.com/modules/getPhoto.php?marque=Land rover&modele=Range Rover Evoque&id=15366727&data=1&num=1&format=m;43 900;
Porsche Cayenne;(958) S;98 000;2011;59;http://www.auto-selection.com/modules/getPhoto.php?marque=Porsche&modele=Cayenne&id=15004719&data=1&num=1&format=m;39 890;
Hummer H2;SUT 398CH LUXURY;90 500;2009;44;http://www.auto-selection.com/modules/getPhoto.php?marque=Hummer&modele=H2&id=14173621&data=1&num=1&format=m;60 000;
Hummer H2;SUV 398CH LUXURY 6.2 V8;23 000;2008;44;http://www.auto-selection.com/modules/getPhoto.php?marque=Hummer&modele=H2&id=14170897&data=1&num=1&format=m;79 000;
Volkswagen Touareg;3.0 V6 TDI 262CH BLUEMOTION TECHNOLOGY R-LINE 4MOTION TIPTRO;10;2015;33;http://www.auto-selection.com/modules/getPhoto.php?marque=Volkswagen&modele=Touareg&id=15328964&data=1&num=1&format=m;54 900;
Mercedes CLS;250 CDI;34 100;2013;56;http://www.auto-selection.com/modules/getPhoto.php?marque=Mercedes&modele=CLS&id=14821654&data=1&num=1&format=m;37 900;
Maserati Gran Turismo;4.2 V8 BVA 405 CH;54 000;2007;26;http://www.auto-selection.com/modules/getPhoto.php?marque=Maserati&modele=Gran Turismo&id=13039290&data=1&num=1&format=m;49 990;
Audi A5;2.0 TFSI 211 Quattro S line S tronic;13 700;2012;33;http://www.auto-selection.com/modules/getPhoto.php?marque=Audi&modele=A5&id=15067527&data=1&num=1&format=m;33 650;
Land rover Range Rover Evoque;2.2 SD4 Prestige Mark I;45 460;2013;74;http://www.voiture-de-prestige.com/images/default.gif;41 900;
﻿Bmw 640;D X-DRIVE 313CV SPORT DESIGN;63 300;2012;27;http://www.auto-selection.com/modules/getPhoto.php?marque=Bmw&modele=640&id=15166422&data=1&num=1&format=m;45 000;
Land rover Discovery;Discovery Discovery sport 2.2 TD4 150CH AWD SE MARK I;42 863;2015;56;http://www.auto-selection.com/modules/getPhoto.php?marque=Land rover&modele=Discovery&id=15481648&data=1&num=1&format=m;31 990;
Land rover Range Rover Evoque;2.2 SD4 DYNAMIC;89 800;2013;69;http://www.auto-selection.com/modules/getPhoto.php?marque=Land rover&modele=Range Rover Evoque&id=15381381&data=1&num=1&format=m;32 900;
Audi Q7;3.0 V6 TDI 272ch clean diesel Avus quattro Tiptronic 7 place;11 300;2016;13;http://www.auto-selection.com/modules/getPhoto.php?marque=Audi&modele=Q7&id=14999504&data=1&num=1&format=m;76 990;
Audi A6 Avant;3.0 V6 BiTDI 326ch Comp?ition quattro Tiptronic;9 098;2016;78;http://www.voiture-de-prestige.com/images/default.gif;70 900;
Mercedes Classe S 350;350 BlueTEC Executive L 7G-Tronic Plus;21 780;2015;44;http://www.auto-selection.com/modules/getPhoto.php?marque=Mercedes&modele=Classe S 350&id=14870556&data=1&num=1&format=m;66 900;
Mercedes Classe C 200;(W205) 200 BLUETEC SPORTLINE 7G-TRONIC PLUS;29 043;2015;16;http://www.auto-selection.com/modules/getPhoto.php?marque=Mercedes&modele=Classe C 200&id=15225055&data=1&num=1&format=m;31 990;
Mercedes Classe E 350;Coup?350 BlueTEC Fascination 9G-TRONIC;24 792;2015;57;http://www.auto-selection.com/modules/getPhoto.php?marque=Mercedes&modele=Classe E 350&id=15352414&data=1&num=1&format=m;43 990;
Mercedes GLE;500 e Fascination 4Matic 7G-Tronic Plus;2 018;2015;59;http://www.auto-selection.com/modules/getPhoto.php?marque=Mercedes&modele=GLE&id=15382527&data=1&num=1&format=m;79 900;
Porsche 911 Type 997;997 911 TARGA 4S 385 CH;75 597;2010;45;http://www.auto-selection.com/modules/getPhoto.php?marque=Porsche&modele=911 Type 997&id=15159922&data=1&num=1&format=m;67 990;
Land rover Range Rover Evoque;2.2 ED4 PURE PACK TECH PURE +GPS;41 703;2015;21;http://www.auto-selection.com/modules/getPhoto.php?marque=Land rover&modele=Range Rover Evoque&id=15330953&data=1&num=1&format=m;31 990;
Audi Q7;3.0 V6 TDI 272ch clean diesel Avus quattro Tiptronic 7 place;11 300;2016;13;http://www.auto-selection.com/modules/getPhoto.php?marque=Audi&modele=Q7&id=15000306&data=1&num=1&format=m;76 990;
Audi TT;2.0 TFSI 310ch quattro S tronic 6;18 365;2015;83;http://www.auto-selection.com/modules/getPhoto.php?marque=Audi&modele=TT&id=15315263&data=1&num=1&format=m;51 900;
Rolls royce Silver Dawn;6.6 V12;4 000;2016;75;http://www.auto-selection.com/modules/getPhoto.php?marque=Rolls royce&modele=Silver Dawn&id=14941100&data=1&num=1&format=m;379 900;
Mercedes Classe C;d Sportline 7G-Tronic Plus;13 149;2016;74;http://www.voiture-de-prestige.com/images/default.gif;34 900;
﻿Audi Q5;2L TDI 190Ch Full S Line 2017;30;2017;44;http://www.auto-selection.com/modules/getPhoto.php?marque=Audi&modele=Q5&id=15365522&data=1&num=1&format=m;61 937;
Maserati Ghibli;3.0 V6 330ch;20 348;2015;33;http://www.auto-selection.com/modules/getPhoto.php?marque=Maserati&modele=Ghibli&id=15261536&data=1&num=1&format=m;67 990;
Mercedes Classe ML 250;250 BlueTEC Fascination 7G-Tro +;46 922;2014;83;http://www.auto-selection.com/modules/getPhoto.php?marque=Mercedes&modele=Classe ML 250&id=15496483&data=1&num=1&format=m;46 500;
Mercedes Classe C 220;220 d Executive 7G-Tronic Plus;23 287;2016;44;http://www.auto-selection.com/modules/getPhoto.php?marque=Mercedes&modele=Classe C 220&id=15425297&data=1&num=1&format=m;34 900;
Mercedes Classe C 220;220 d 170ch Fascination 9G-Tronic;500;2015;51;http://www.auto-selection.com/modules/getPhoto.php?marque=Mercedes&modele=Classe C 220&id=15492079&data=1&num=1&format=m;46 900;
Porsche 911;coupe (996) 360CH GT3 BV6;65 054;2000;84;http://www.auto-selection.com/modules/getPhoto.php?marque=Porsche&modele=911&id=15485199&data=1&num=1&format=m;84 989;
Porsche Cayman;2.5 S PDK;10 900;2017;31;http://www.auto-selection.com/modules/getPhoto.php?marque=Porsche&modele=Cayman&id=15482409&data=1&num=1&format=m;86 640;
Lexus NX;300h 4WD Executive;30 462;2015;85;http://www.auto-selection.com/modules/getPhoto.php?marque=Lexus&modele=NX&id=15205134&data=1&num=1&format=m;44 900;
Audi A5;2.0 TFSI 252ch Avus quattro S tronic 7;2 565;2016;75;http://www.auto-selection.com/modules/getPhoto.php?marque=Audi&modele=A5&id=15323907&data=1&num=1&format=m;61 900;
Mercedes Classe ML 350;350 BlueTEC Sport 7G-Tronic +;119 653;2014;44;http://www.auto-selection.com/modules/getPhoto.php?marque=Mercedes&modele=Classe ML 350&id=15315146&data=1&num=1&format=m;38 900;
Mercedes GLA;220 CDI Fascination 4Matic 7G-DCT;52 677;2014;68;http://www.auto-selection.com/modules/getPhoto.php?marque=Mercedes&modele=GLA&id=15337494&data=1&num=1&format=m;34 890;
Mercedes CLS;350 CDI 7G-Tronic +;124 000;2014;44;http://www.auto-selection.com/modules/getPhoto.php?marque=Mercedes&modele=CLS&id=15397869&data=1&num=1&format=m;32 900;
Porsche Cayenne;(958) 3.6 440CH GTS;59 450;2014;06;http://www.auto-selection.com/modules/getPhoto.php?marque=Porsche&modele=Cayenne&id=15483104&data=1&num=1&format=m;82 500;
Porsche Cayman;2.5 S PDK;12 990;2016;31;http://www.auto-selection.com/modules/getPhoto.php?marque=Porsche&modele=Cayman&id=15482410&data=1&num=1&format=m;85 560;
Mercedes GLA;200 d Fascination 4Matic 7G-DCT;16 381;2015;59;http://www.auto-selection.com/modules/getPhoto.php?marque=Mercedes&modele=GLA&id=15292202&data=1&num=1&format=m;38 900;

